/opt/work/car/2018-car-Phuket/CarDetect_1413296_01696_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Mitsubishi,พื้นขาวอักษรเขียว,บฉ2970,พังงา,,
/opt/work/car/2018-car-Phuket/CarDetect_144337247_02312_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข3220,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_170421634_05144_crop.jpg,รถเก๋ง,ดำ,Mercedes-benz,พื้นขาวอักษรดำ,กว6424,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_144939530_02428_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กอ6613,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_13442343_01097_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กธ7104,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_14250556_01956_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Isuzu,พื้นขาวอักษรเขียว,บบ7225,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_15162086_02982_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กษ4945,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_170535671_05177_crop.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,กร7540,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_125709938_00109_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Unknown,พื้นขาวอักษรเขียว,บธ2810,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_142357169_01933_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กร6892,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_165532523_04970_crop.jpg,รถกระบะไม่มีหลังคา,ขาว, Suzuki,พื้นขาวอักษรเขียว,บธ3561,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_170300292_05118_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์ทอง,Isuzu,พื้นขาวอักษรเขียว,บษ9679,สงขลา,,
/opt/work/car/2018-car-Phuket/CarDetect_151546640_02967_crop.jpg,รถเก๋ง,ฟ้า, Suzuki,พื้นขาวอักษรดำ,กท2765,กระบี่,,
/opt/work/car/2018-car-Phuket/CarDetect_163237111_04491_crop.jpg,ไม่เอา,บรอนซ์ทอง,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฒข2418,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_133213122_00826_crop.jpg,รถเก๋ง,ดำ,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4207,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_154725748_03587_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กพ265,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_141124972_01654_crop.jpg,รถอื่นๆ,เขียว,Isuzu,พื้นขาวอักษรเขียว,ลจ8713,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_132914320_00750_crop.jpg,รถเก๋งแวน,ขาว,Mitsubishi,พื้นขาวอักษรดำ,ฆอ5010,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_154049136_03466_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,309324,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_151552894_02970_crop.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กม1513,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_164030719_04643_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Mazda,พื้นขาวอักษรดำ,กพ6680,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_170501278_05163_crop.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กน2500,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_155902375_03821_crop.jpg,รถกระบะไม่มีหลังคา,ฟ้า,Isuzu,พื้นขาวอักษรเขียว,บต8854,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_134722212_01152_crop.jpg,รถเก๋งแวน,น้ำตาล,Isuzu,พื้นขาวอักษรดำ,4กฉ8813,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_125522288_00068_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,308983,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_174012314_05941_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,308131,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_125945300_00166_crop.jpg,ไม่เอา,ดำ,Toyota,พื้นขาวอักษรดำ,กย2209,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_13222387_00604_crop.jpg,รถเก๋งแวน,บรอนซ์เงิน,Toyota,พื้นแดง,ก5926,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130129351_00204_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Isuzu,พื้นขาวอักษรเขียว,1ฒผ3796,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_152106793_03071_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,2กย3941,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_151738914_03003_crop.jpg,รถกระบะไม่มีหลังคา,แดง,Toyota,พื้นขาวอักษรดำ,กอ6495,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_16063732_03964_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กย8591,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_152059634_03069_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์ทอง,Toyota,พื้นขาวอักษรเขียว,บฉ884,พังงา,,
/opt/work/car/2018-car-Phuket/CarDetect_165251663_04923_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4459,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_142435969_01941_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Isuzu,พื้นขาวอักษรเขียว,บย4509,พิษณุโลก,,
/opt/work/car/2018-car-Phuket/CarDetect_142222565_01894_crop.jpg,รถจักรยานยนต์,ส้ม,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_16513967_04900_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,6กส834,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_160810260_03991_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,309027,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_140035506_01427_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,307172,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_150045122_02647_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Mitsubishi,พื้นขาวอักษรเขียว,บฉ7709,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_15100666_02851_crop.jpg,รถกระบะไม่มีหลังคา,ฟ้า,Mazda,พื้นขาวอักษรเขียว,ผฉ4680,สงขลา,,
/opt/work/car/2018-car-Phuket/CarDetect_140811738_01598_crop.jpg,รถบัส,ขาว,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_173610847_05860_crop.jpg,รถเก๋ง,น่าจะสีอ่อน,Unknown,พื้นขาวอักษรดำ,กร8785,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130736628_00314_crop.jpg,รถกระบะมีหลังคา,ดำ,Isuzu,พื้นขาวอักษรเขียว,ตธ5037,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_132527924_00675_crop.jpg,รถกระบะมีหลังคาสูง,ฟ้า,Isuzu,พื้นเหลืองอักษรดำ,100439,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_133242111_00840_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,304485,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_171159909_05304_crop.jpg,รถเก๋ง,น่าจะสีอ่อน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3363,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130104384_00194_crop.jpg,รถเก๋งแวน,บรอนซ์เงิน,Isuzu,พื้นเขียวอักษรสีขาว/ดำ,ฌข4289,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_12573897_00121_crop.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กพ8757,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_142137136_01874_crop.jpg,รถเก๋งแวน,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,กฉ9465,กระบี่,,
/opt/work/car/2018-car-Phuket/CarDetect_161109787_04063_crop.jpg,รถเก๋ง,เทา,Toyota,พื้นขาวอักษรดำ,กฉ9188,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_165803257_05023_crop.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข909,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_135618916_01338_crop.jpg,รถบรรทุก,ฟ้า,Isuzu,พื้นเหลืองอักษรดำ,703961,สุราษฎร์ธานี,,
/opt/work/car/2018-car-Phuket/CarDetect_172031487_05491_crop.jpg,รถเก๋ง,น่าจะสีอ่อน,Nissan,พื้นขาวอักษรดำ,กค7394,พังงา,,
/opt/work/car/2018-car-Phuket/CarDetect_153506163_03353_crop.jpg,รถตู้,ขาว,Toyota,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_14462945_02368_crop.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กอ7407,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_16055615_03949_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข2880,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_135925757_01396_crop.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กษ6339,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_144148822_02285_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,ฌฐ9405,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_155815986_03808_crop.jpg,รถเก๋ง,ขาว,Mercedes-benz,พื้นกราฟิก,กธ3311,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_160138962_03880_crop.jpg,รถเก๋ง,เทา,Nissan,พื้นขาวอักษรดำ,กร6678,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_133622778_00934_crop.jpg,รถกระบะมีหลังคา,ดำ,Isuzu,พื้นขาวอักษรดำ,บน130,หนองคาย,,
/opt/work/car/2018-car-Phuket/CarDetect_144605121_02360_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กล2131,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_164902458_04835_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กน7710,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130925460_00353_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์ทอง,Isuzu,พื้นขาวอักษรเขียว,บบ3304,ประจวบคีรีขันธ์,,
/opt/work/car/2018-car-Phuket/CarDetect_135843341_01389_crop.jpg,รถกระบะมีหลังคาสูง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรเขียว,1ฒษ752,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_152005476_03057_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กษ4843,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_134229206_01055_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Toyota,พื้นขาวอักษรดำ,บบ3778,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_174138558_05963_crop.jpg,รถเก๋งแวน,น้ำตาล, Suzuki,พื้นขาวอักษรดำ,6กถ5764,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_134715850_01151_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Mitsubishi,พื้นขาวอักษรเขียว,บจ7792,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_144623309_02366_crop.jpg,รถเก๋ง,น้ำเงิน,Honda,พื้นขาวอักษรดำ,กฉ5569,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_135127811_01240_crop.jpg,รถกระบะมีหลังคา,ขาว,Isuzu,พื้นแดง,ก0575,กระบี่,,
/opt/work/car/2018-car-Phuket/CarDetect_133950150_00998_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,1กร3814,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_142317726_01917_crop.jpg,รถเก๋ง,บรอนซ์เงิน, Suzuki,พื้นขาวอักษรดำ,6กง3090,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_164025290_04641_crop.jpg,รถเก๋ง,เทา,Honda,พื้นขาวอักษรดำ,กย8294,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130307761_00227_crop.jpg,รถตู้,ขาว,Unknown,พื้นเหลืองอักษรดำ,309733,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_164952172_04857_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,บบ5264,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_171330483_05330_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,ขง657,สงขลา,,
/opt/work/car/2018-car-Phuket/CarDetect_174048909_05951_crop.jpg,รถกระบะมีหลังคาสูง,ขาว,Toyota,พื้นขาวอักษรเขียว,นข6795,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_154142142_03484_crop.jpg,รถกระบะมีหลังคาสูง,ขาว, Suzuki,พื้นขาวอักษรเขียว,บธ605,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_154542807_03559_crop.jpg,ไม่เอา,ขาว,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_134412229_01095_crop.jpg,รถบัส,ขาว,Unknown,พื้นเหลืองอักษรดำ,329772,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_171054668_05280_crop.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,ฌช1137,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_13065520_00306_crop.jpg,รถบรรทุก,ขาว,Hino,พื้นขาวอักษรดำ,820813,สุราษฎร์ธานี,,
/opt/work/car/2018-car-Phuket/CarDetect_154413938_03533_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Mitsubishi,พื้นขาวอักษรเขียว,บล4635,ขอนแก่น,,
/opt/work/car/2018-car-Phuket/CarDetect_133915358_00979_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Nissan,พื้นขาวอักษรเขียว,บต7148,พัทลุง,,
/opt/work/car/2018-car-Phuket/CarDetect_141835881_01803_crop.jpg,รถเก๋งแวน,ขาว,Mitsubishi,พื้นขาวอักษรดำ,กม8883,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_173853144_05912_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,307303,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_170543242_05180_crop.jpg,รถเก๋งแวน,ดำ,Mitsubishi,พื้นขาวอักษรดำ,กษ6838,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_145955719_02629_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,308779,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_145641987_02569_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Nissan,พื้นขาวอักษรเขียว,บน8437,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_14392725_02251_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,307779,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_161443980_04147_crop.jpg,รถตู้,น่าจะสีเข้ม,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_162219246_04295_crop.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กว76,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_125934295_00161_crop.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กอ4767,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_165140275_04901_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,ผย7852,ขอนแก่น,,
/opt/work/car/2018-car-Phuket/CarDetect_135621480_01340_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,306199,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_125939462_00163_crop.jpg,รถเก๋งแวน,เทา, Suzuki,พื้นขาวอักษรดำ,กล9562,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_150626342_02759_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,นข6297,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_153113140_03274_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นเขียวอักษรสีขาว/ดำ,ณข1015,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130218595_00214_crop.jpg,รถเก๋ง,น้ำตาล,Nissan,พื้นขาวอักษรดำ,กร8646,นครศรีธรรมราช,,
/opt/work/car/2018-car-Phuket/CarDetect_135437330_01302_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,6กจ7811,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_162105259_04265_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กบ1856,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_131113919_00395_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,กต6583,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_143146214_02108_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กย7059,สุราษฎร์ธานี,,
/opt/work/car/2018-car-Phuket/CarDetect_15235225_03131_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4332,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_145151851_02475_crop.jpg,รถเก๋งแวน,ขาว,Chevrolet,พื้นขาวอักษรดำ,2กฬ7167,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_151533103_02961_crop.jpg,รถเก๋งแวน,ดำ,Toyota,พื้นขาวอักษรดำ,กอ5492,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_150056709_02653_crop.jpg,รถเก๋ง,ดำ,Unknown,พื้นขาวอักษรดำ,สณ3605,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_140100925_01438_crop.jpg,รถเก๋ง,ดำ,Ford,พื้นขาวอักษรดำ,กบ7020,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_173112884_05744_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรดำ,บน2133,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_142322808_01920_crop.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กม6343,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_142249959_01904_crop.jpg,รถตู้,ขาว,Toyota,พื้นขาวอักษรเขียว,ฒต8573,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_165544442_04975_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นแดง,ผ1606,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_131740480_00510_crop.jpg,รถเก๋ง,ดำ,BMW,พื้นแดง,ท5976,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_155636213_03779_crop.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กว4067,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_125228665_00002_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บบ3953,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_155054757_03653_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กพ7884,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_17142084_05352_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กว2179,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_141811969_01788_crop.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กท7743,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_150334109_02698_crop.jpg,รถเก๋ง,ดำ,Mazda,พื้นขาวอักษรดำ,กค9712,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_144546602_02351_crop.jpg,รถเก๋ง,ดำ,Mazda,พื้นขาวอักษรดำ,กม4957,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_155542794_03755_crop.jpg,รถกระบะมีหลังคาสูง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรเขียว,บต8742,น่าน,,
/opt/work/car/2018-car-Phuket/CarDetect_173628504_05865_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นกราฟิก,กบ9955,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_161025518_04048_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Mazda,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_140757735_01591_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บบ2986,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_155856934_03819_crop.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข2364,ภูเก็ต,,
